Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,Keywords
Ayam Nyungsep,ChIJd9Ag16sn1i0RXMHk4zDpbw0,"Jl. Raya Dermo No.26, Jetis, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, restaurant, food, point_of_interest, establishment",4.4,482,1.0,"A wonderful and small restaurant serving different dishes of rice fried and cooked chicken fried fish sauce eggplant in a different flavor broccoli vegetable soup shatta cooked with onions tomatoes and garlic  Payment options include ovO Go Bay Shoppe the restaurant is located at Dermo Street No 1 Dao Batu area

Traditional place and delicious food That good with family

This inn only has a few table set for at least 20 person so it will be no crowd here The menu served in good way and have a special sambal

Good place to have meal It serves chicken mushroom and broccoli fried The spicy meal in here is delicious

Nice chicken and sambal taste is good",8.500.000.000.000.000,278.469.287.327.042,6.033.540.786.198.110,3828,"family inn, traditional place, sauce eggplant, menu served, bay shoppe, shatta cooked, ovo bay, broccoli fried, restaurant serving, chicken sambal"
GALDAS Cafe and Coffee,ChIJAwalPRWDeC4RK3OhM_cYerA,"Jl. Gajayana No.14, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, food, point_of_interest, store, establishment",4.4,479,1.0,"Not bad lah

This place is wellknown for watching football and has became a base for several fansclub based in Malang like FCB Inter Arsenal and MCFC

Good combination of business cafe with motorcycle wash at afternoon Then motorcycle wash transform into vape shop at night

Streamingnya illegal

all fans club home base",8.500.000.000.000.000,276.732.472.645.168,603.301.974.179.355,3830,"mcfc good, place wellknown, home base, arsenal, fansclub based, bad lah, business cafe, streamingnya illegal, illegal fans, watching football"
Brinjava Cafe,ChIJY8djr6KCeC4RHG3M7w48Vds,"Jl. Perdana Kusuma No.49, RT.09/RW.04, Cemorokandang, Kec. Kedungkandang, Kota Malang, Jawa Timur 65138, Indonesia","cafe, food, store, point_of_interest, establishment",4.4,464,1.0,"Small cozy cafe under teakwood trees

Very nive atmosphere affordable food and good quality view

Cozy place with nice view Also FISHES

Perfect place

Suippp",8.500.000.000.000.000,268.048.399.235.801,603.041.451.977.074,3835,"trees nive, place suippp, fishes perfect, food good, affordable, atmosphere affordable, teakwood trees, view cozy, small cozy, cafe"
Bali Anomaly Warung & Cafe,ChIJV-fMjyhYei4RV7fPnjajiJo,"Jl. Ikan Gurami, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, food, point_of_interest, store, establishment",4.4,462,2.0,"Very welcoming despite labeled as warung coffee  Not necessary targeting male customers there are some women and even familly with child take a break from daily activity here

In the morning they serve breakfast menu like Pecel and Uduk so its suit an early morning coffee drinker that also want to have breakfast

The staff here very warm and nice

This place is a good place for having coffee and experimenting with coffee Their baristas have a good knowledge and open to share just request your custom beverages and they will make for you And dont mind to try your recipes here This photo is my matcha fusion they have made It was tasteful

Price is cheap but places hygiene needs to be improved

A great coffee shop to hang with large group of friends as well as having a time for your self Youll get a great bargain of decent drinks with a cheap price The ambience is also quite warm and nice You can smoke anywhere and also the wifi is f a s t The down side is it can be quite cold and noisy

Its a hidden place to enjoying a cup of coffee with your love Local bean and manual brewing is good for your caffeine supply Is worth to try and dont tell your parents",8.500.000.000.000.000,266.890.522.781.219,6.030.067.156.834.360,3836,"baristas good, beverages make, decent drinks, good caffeine, custom beverages, brewing, morning coffee, warung coffee, coffee necessary, coffee shop"
Alfath (coworking space & coffee),ChIJZx7OAwT91y0RSdtGrbbZdbM,"Jl. Mertojoyo Sel. No.Blok C, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, point_of_interest, establishment",4.4,443,,"Al Fath cafe is located on Jl South Mertojoyo Block C401 Malang I first visited this cafe With my friend This cafe is quite popular among teenagers because the place is very comfortable and the price is also affordable This cafe has 3 floors This cafe has spacious comfortable and airconditioned meeting rooms The bathrooms are also clean and there is also a prayer room on the 3rd floor The food and drinks at this cafe are also very diverse and pocketfriendly When I visited here I ordered fried noodles and eggs and an ice bubblegum latte The bubblegum latte is just right on the tongue and not too sweet I think this cafe is highly recommended for you to visit especially for students who are bored just doing their homework or boarding houses

Alfath cafe is located on Jl South Mertojoyo Block C0401 Lowokwaru Malang Aesthetic forging makes visitors feel comfortable A variety of food and drinks are served In addition the taste of the drinks and food is also good and for Muslims there is a large prayer area there are also many bathrooms so no need to queue long Not only that this place is also an environmentally friendly place So Alfath cafe is perfect for meeting chatting and studying together or alone

Last night I and My friend went to Alfath cafe to do the task together This cafe is open from 800 am untill 1000 pm This is My first time going there

After we have arrived  there the place was very comfortable  aesthetics of view and a large parking lot The vibes is very suitable for study learning discussion and meetings Not only that Alfath cafe also has many menus starting from drinks food to Snack The price is quite cheap The services of waiters and orders are also very pleasant and fast

There I ordered one Ice of Americano as a black coffee and My Friend ordered one Ice of Matcha latte and snack The coffee has a very balanced taste neither strong nor bitter The Snack there are Sausage French Fries and Tahu Its so crunchy and tasty

I and My friend were very happy and enjoyed it Thanks

comfortable place lots of seating drink and food prices are also affordable

As a customer I could say this is my worst experience visiting Alfath by their service What a cheap value of your company",8.500.000.000.000.000,255.890.696.462.687,6.026.767.208.938.800,3837,"cafe floors, cafe friend, cafe diverse, floors cafe, task cafe, alfath cafe, cafe menus, visited cafe, fath cafe, affordable cafe"
Latar Candi Singhasari,ChIJl2AgxGiDeC4RpV3NPgXtLo0,"Jl. Kertanegara Pujasera Candi Singosari No.1, Candirenggo, Singosari, Malang Regency, East Java 65153, Indonesia","cafe, food, point_of_interest, store, establishment",4.4,433,2.0,"nice ambience great menu affordable price good staff
good choice to hangout with friends I am going to latar candi cafe another time

this cafe is one of my favorite cafe in malang

Very spacy and comfortable place to work or hang out with friends The praying room and toilets are clean The service is good and the price is not too costly The view is awesome Maybe there need to be allocated section of the cafe for smoking area because anyone could smoke inside the cafe and I find it not really comfortable

Nice ambience great night view and wifi
Place is still new everything is clean staff was kind nice Recommended place to hang

Cozy place nice drink

A place that enjoy able with friends and family Watch the singosari temple with dinner or lunch or just coffee",8.500.000.000.000.000,250.101.314.189.775,6.025.030.394.256.930,3839,"nice ambience, ambience great, menu affordable, drink place, place nice, time cafe, section cafe, cafe smoking, recommended place, cafe malang"
D'jule Kofi,ChIJ-4owE4kp1i0R43FkxBwC-Ew,"Jl. Raya Dermo No.170, Dermo, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, food, point_of_interest, store, establishment",4.4,431,1.0,"Suitable place for hanging out with friends

Good place but not best

Warm ambiance good coffe understandable price

Ramee

Right place to enjoy one cup of sunsetcoffee",8.500.000.000.000.000,248.943.437.735.193,6.024.683.031.320.550,3840,"suitable, friends good, ambiance good, cup, place hanging, enjoy cup, right place, coffe understandable, best warm, sunsetcoffee"
Cafe Qita,ChIJAyA0WPQo1i0RV-5OxT1Cvak,"Jetak Ngasri, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, food, point_of_interest, establishment",4.4,395,2.0,"Nice view Ordinary coffee Very bad cafe name QITA which is so strange compared to their sidetoside competitor like Afeksi

I hate writing bad reviews
The place is good coffee was ok food was fine but the menu never update In a town full of coffee shops there are a lot of better alternatives

Too expensive for regular stuffs
Its not even trying to appearance appealing

Cozy clean musholla available parking area is large

Nice place for hanging out with our friends",8.500.000.000.000.000,228.101.661.552.712,6.018.430.498.465.810,3842,"clean musholla, appealing cozy, bad reviews, place good, fine menu, reviews place, qita, qita strange, town coffee, ordinary coffee"
Burger Van Malang,ChIJebPokikp1i0R_OIPLxPPSH8,"Ruko Pesona Cengger Ayam Kav G2, Jl. Cengger Ayam, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, point_of_interest, establishment",4.4,375,,"Affordable price burger with great taste and fullfiling Worth to try

bit unsatisfied with the cheese its not a slice chese like the others burgers aroundthey just give a cheese sauce n the taste are away far from cheese

Another ordinary place to eat But u should try burgers on their burger van Theyre delicioso

You can get yummy burger or hotdog for affordable price You also can buy their products by looking at gojek or grab apps

Good food Good taste Good service  Good price ",8.500.000.000.000.000,216.522.897.006.889,6.014.956.869.102.060,3844,"unsatisfied cheese, good food, cheese ordinary, affordable, affordable price, burger van, cheese slice, like burgers, hotdog affordable, price burger"
Kopi Hashtag,ChIJO2YZ4Qsp1i0RhFmwflWRIfY,"Jl. Raya Dermo No.173-177, Jetak Lor, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, point_of_interest, food, establishment",4.4,367,,"Cozy place to hangout with friends or family wide area with nice view and fresh air Standard prices for food and drinks tasted good Can be recommendation if you wanna try something new

It has 2 floors and opens for indoor and outdoor It closes at 1 AM It also offers a lot of foods snacks and drinks such as variation of tea and coffee Really good place for doing your homework

Nice cafe especially if you need some space to have your work to be done You can have your meeting with your colleagues there

Kind of cozy place to just sitting around  chatting

sabi si cozy tmptnya",8.500.000.000.000.000,21.189.139.118.856,6.013.567.417.356.560,3845,"coffee really, coffee, opens indoor, place doing, sitting chatting, hangout, area nice, good place, si cozy, cozy tmptnya"
Hindia Koffie En Eaten,ChIJ77SuM6tBdy4RsnoqfluqvPQ,"Jl. Simpang Ijen No.7, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","cafe, store, point_of_interest, food, establishment",4.4,354,,"Good place to hang out but not really good food you can have here Spacious cozy and has outdoor seatings But i dont really recommend the food It tastes just meh And the beverages need lots of improvement for that range of price Havent tried the snack and not interested in trying one

The place is decent I would say I especially loved the interior and outdoor settings The cafe has transformed the dutch building with blue and white stylings Quite different what you easily see for me the architecture stand out when I was driving my motorcycle piqued my curiosity
The coffee was fine not the best Expecting the manual V60 Japanese brew to be more delicate but its mainly depend on the barista to bring out the taste

I think this is one of those cafes where you can spend time chatting with a group of friends Well its great for couples too but I think the vibe is not so much suitable for that
First time at Hindia we ordered hazelnut latte some kind of tea and their platter menu Well I cant say something special about those three menus
But I think they need to reconsider putting away those tables placed on the outer side of the outdoor area

It is a coffee shop and eatery as well Coffee is basically prepared from a group of selected beans with a coffee machine so there is nothing special The menu is rather complete offering main dishes and snacks The price is affordable and the location is strategic

Good beverages I ordered avocado coffee and its pretty okayish The food surprisingly came out really good We ordered kwetiau and banana fritters The kwetiau was great meanwhile the banana was okay The place overall was comfortable but the service wasnt that great We asked for smoking area and directed to non smoking area just to be scolded by another waiter lol",8.500.000.000.000.000,204.365.194.233.775,6.011.309.558.270.130,3847,"depend barista, beverages need, beans coffee, food spacious, good beverages, curiosity coffee, cafe transformed, cafes spend, japanese brew, think cafes"
"Jagung Bakar ""PS"" Jawa Timur",ChIJtQwMkgn71y0RS-3y1Kg_5h0,"Gading Kasri, Klojen, Malang City, East Java 65115, Indonesia","cafe, food, point_of_interest, establishment",4.4,331,1.0,"Good tasting shredded corn but not a fan of their toast An OK place to stop on a nighttime strolling around the city

Legend

Very nice location for hangout with friends especially in night time

Favourite place with reasonable price to sip a coffee

Best place to hangout with your friend",8.500.000.000.000.000,191.049.615.006.078,6.007.314.884.501.820,3850,"city legend, nighttime, toast ok, nice location, tasting shredded, good tasting, hangout friends, location hangout, corn fan, corn"
"coklat klasik cafe, sulfat",ChIJZ0Z8Niso1i0RytKF4yyPSxk,"Jl. Terusan Sulfat No.124, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia","cafe, food, point_of_interest, establishment",4.3,1328,1.0,"Nice place at night  for families or date
Food as usual

The place was good and very vast located before sulfat bridge if we came from malang but avoid to come on saturday nightvery crowded difficult to find parking and very long queue to order taste was adequate

Good place especially at night perfect beverages and foods Very recommend this

Nice place yet not recommended for the menu  sorry to say 

a nice place to visit a very large and toddlers friendly cafe to visit nice drinks with varies of affordable foods snacks and beverages this place got the view too ",825,768.251.027.615.353,6.005.475.308.284.600,3852,"beverages foods, taste adequate, nightvery crowded, night families, perfect beverages, nice place, place especially, usual place, visit nice, cafe visit"
Cafe Wisata Susu Sae Pujon,ChIJPR6HlBYo1i0RW9Mu4ulU91M,"Jl. Abdul Manan Wijaya No.16, Maron, Pujon Lor, Kec. Pujon, Kabupaten Malang, Jawa Timur 65391, Indonesia","cafe, finance, restaurant, food, store, point_of_interest, establishment",4.4,270,2.0,"Good place good drinks but need a lot of patience cuz the order took a long time until its ready overall its okayish i guess

Best place for buy fresh dairy milk and products The prices are cheaper than Batu milk products too Restaurant has good views of mountains around Pujon regency

This cafe is very good They sell a lot of traditional bakery and milk Dont worry the price is cheap

Nice place to bring your family and spend some fresh milks here This cafe has second floor also sell snacks too that you can bring to the home or eatdrink there

The place is comfortable cozy Its the best place for take some rest The hot milk and snack tastes are fine",8.500.000.000.000.000,155.734.383.141.318,5.996.720.314.942.390,3854,"good place, place good, batu milk, hot milk, pujon, drinks need, cafe second, dairy milk, regency cafe, pujon regency"
Cafe Litchi 2,ChIJk2BVpdop1i0RBE-eLHKvxiM,"Jl. Kalpataru No.34, RT.005/RW.002, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, point_of_interest, establishment",4.4,260,2.0,"No one beat the atmosphere and decorations at the place However sadly it took almost one hour to serve our foods They mention it when  we place an order saying that food may be delay We saw on the floor only 3 staffs around It took almost an hour for pizza and guess what french fries and spagetti came after that Even guest after us got their food before us But our daughter loves the pizza and generous topping on it

I work on hospitality industry for 2 decades And in my hometown I was served nice and warm  cheesy mac with very large chip on my plate Yes it was a broken plate that they served me with Truly this hurt my heart Very sorry but I aint coming back

A little bit different than Litchi 1
Everything is okay but for the drink I dont know why it taste not so tasty terlalu cair

The place is cute but not comfortable too hot outside
The food just fine but not the best for me
Quite crowded when I visited

The food is top notch One of the best in town for western cuisine",8.500.000.000.000.000,149.945.000.868.407,5.994.983.500.260.520,3855,"serve, outside food, loves pizza, tasty, different litchi, hour pizza, hometown served, western cuisine, litchi okay, food delay"
Focus Coffee,ChIJ8eF3pUcp1i0RHin9A0UhURg,"Jl. Sidomakmur No.86, Jetak Ngasri, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, store, food, point_of_interest, establishment",4.4,254,,"Good coffee taste nice place almost perfect

Chair anda table must be upgrade because is usually like broken

Cheap price coffee shop sure

Good view

Good place",8.500.000.000.000.000,14.647.137.150.466,5.993.941.411.451.390,3856,"good view, taste, shop sure, anda table, table upgrade, chair, place perfect, price coffee, nice place, coffee taste"
STMJ Teraz Flyover,ChIJiyDANOODeC4R_Gfk-MJSsco,"Jl. A. Yani No.171, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, food, point_of_interest, establishment",4.4,246,1.0,"The great taste of stmj drinks you can find in town

Cofee shop street under the flyover nice place

Nice place for hanging out with friends

Nice view

Kane lop",8.500.000.000.000.000,141.839.865.686.331,59.925.519.597.059,3857,"kane lop, cofee shop, shop street, flyover, view kane, great taste, nice place, flyover nice, drinks, stmj"
GMP Cofee,ChIJ3W2NAyiCeC4RcPYYzZ20Io4,"Gajah Mada Plaza, Jl. Agus Salim, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia","cafe, food, point_of_interest, store, establishment",4.4,237,,"Not bad

overall good si

Ok

Cozy

Lunch",8.500.000.000.000.000,13.662.942.164.071,5.990.988.826.492.210,3859,"ok, si, overall, si ok, good, bad, cozy, bad overall, lunch, cozy lunch"
Dialectic Coffee Roastery,ChIJaw9_CE6DeC4RYJVeCINbMPw,"Jl. MT. Haryono No.133, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, food, store, point_of_interest, establishment",4.4,228,,"Amazing tasting in store processed coffee I tried two and both were good but the nearby mountain Gunung Kawi produced the star Malangs own Arjuna coffee Highly recommended

Serving wide variety of single origin Fresh and delicious with very affordable price However due to the location right beside Dinoyos main road the noise can be unbearable Especially with smoking area located out of the building having conversation can be challenging The bright side is the site is very accessible

Reasonable priced beverages Nice place good ambience But too bad the milkshake I ordered was a bit too sweet Located beside a main road of Malang so its quite noisy But overall a good place to hang out

Calm and workfriendly environment Nice taste of coffee with a fair price 

cozy place to do your assignments good coffee great wifi great live music",8.500.000.000.000.000,13.141.897.759.509,5.989.425.693.278.520,3860,"noise unbearable, mountain gunung, sweet located, amazing tasting, priced beverages, milkshake ordered, kawi produced, coffee tried, coffee fair, arjuna coffee"
OPNAME CAFE,ChIJhULSiFgp1i0RxbL98N5yVd8,"jetak ngasri kelurahan, Jetak Ngasri, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, point_of_interest, food, establishment",4.4,213,,"Cozy enough to hangout with your friends or working on your homework clean cheap and it has live acoustic music Make sure to use your jacket at over 10 pm There are a lot of cafes there that have a 2nd floor and have a better view So make sure if you need a second floor or not

Good normal coffee shop

Nice place nice people nice food and drink

Nice cafe good coffe 

ok",8.500.000.000.000.000,122.734.904.185.723,5.986.820.471.255.710,3862,"floor good, second floor, nice food, coffee, normal coffee, shop nice, hangout, place, lot cafes, cozy"
Zocco Heritage,ChIJ0-TNwGyBeC4RhrwKp0EfHt0,"Jl. Raya Lawang - Malang No.34, Klojen, Purwantoro, Kota Malang, Jawa Timur 65112, Indonesia","cafe, store, point_of_interest, food, establishment",4.4,211,,"Im always pleased to enjoy superb coffee at a reasonable cost in a nice ambience during pleasant weather In contrast to similar cafs in large cities this is one of the allinclusive cafes we can find in Malang

This is a beautiful quaint coffee house  We walked here from our hotel but they also have a decent amount of parking for your car or motorbike  They keep an eclectic mix of Indonesian tunes playing in the background  We ordered the pisang goreng brownie green tea water and a Cold White Haze  The pisang goreng is a delicious sweet pastry type dish  The green tea was delicious and the Cold White Haze cold brew was a refreshing chocolate flavored cold coffee  This place is a must try if you are in Malang

Heritage yet modern interior combined with simple cafe style food and specialty coffee  I tried Carara Cold White mix of americano and caramel syrup It taste less bitter less sweet and fresh

Perfect foodie  amazing coffe  during my stay in Malang i v been there every day Service is friendly and atmosphere is really charming  you have to try sitting in a garden  Also took signature Tshirt with me  Thank you so much guys

Sending my regards from 

Place is luxurious price is cheap compared with the place and I prefer the coffee served hot

2 cups of the coffee we ordered is too lukewarm",8.500.000.000.000.000,121.577.027.731.141,5.986.473.108.319.340,3863,"amazing coffe, brew refreshing, tea delicious, malang beautiful, coffee house, cold brew, cafe style, coffee ordered, prefer coffee, cafes malang"
Kuliner Galunggung,ChIJ02-S-BmdeC4Rxx5wvymTrOU,"Jl. Galunggung No.86, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","store, cafe, point_of_interest, food, establishment",4.4,198,,"If you are looking for a place to eat this is the place If you are looking for a place to gather with your peers this is the place If you are looking for a place to spent the rest of your night this is the place The bathroom is clean they provide a spot for sholat and more importantly the price of the food is cheap You bring 25k here you get your foods drinks and snacks as well

You can order some foods and drinks in this cozy place while talking with your friend

cozy place and many food and drink on choice

nice  cozzy place to eat hat and make relation

Quiet and relaxing but theres no parking lot",8.500.000.000.000.000,114.050.830.776.356,5.984.215.249.232.900,3865,"cozzy place, bathroom, peers place, place gather, relaxing theres, night place, food cheap, friend cozy, drinks cozy, place food"
Excelso,ChIJCdR4KDcp1i0RLnIfZTzwPbo,"Komp. Araya Bussines Center, Jl. Blimbing Indah Megah No.2, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, food, store, point_of_interest, establishment",4.4,198,2.0,"Not a bad little coffee place in this shopping centre They have a decent selection of coffees and teas as well as some food Some of the more fancy drinks are sugar bombs so dont be on a diet if you want to try them Portions are decently sized
The staff is friendly and service is adequate in terms of speed They didnt have free WiFi that I could figure out but you can use the free Burger King wifi from next door

Chosen here because not so crowded Menu more for drink or specifically coffee Food choice limited The thing that dont like here is their indoor smoking area even they have outdoor smoking area why still allow indoor smoking area

one of manymy favourit place 4 hang out enjoy nice coffee taste

Good food cozy place 

Nice and comfy cafe but rather small usually not so crowded A good place to hang out with friends or colleagues",8.500.000.000.000.000,114.050.830.776.356,5.984.215.249.232.900,3866,"fancy drinks, coffee taste, food cozy, smoking area, little coffee, good place, selection coffees, place nice, place shopping, shopping centre"
IQ coffee,ChIJ8b_lj1KDeC4RR6E1SCfyrdA,"Merjosari, Lowokwaru, Malang City, East Java 65144, Indonesia","cafe, store, food, point_of_interest, establishment",4.4,176,1.0,"noisy but have good wall with painting on its surroundings

IQ Coffee

Get your coffee here

Cozy place 

Good price good coffee",8.500.000.000.000.000,10.131.418.977.595,5.980.394.256.932.780,3871,"good price, price good, wall painting, painting surroundings, surroundings iq, place good, cozy, iq coffee, coffee coffee, noisy"
Cafetaria Mitra,ChIJa3aQ2CIVei4RSl9sEwnpIzQ,"Jl. Agus Salim No.10-16, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia","cafe, point_of_interest, food, establishment",4.4,166,2.0,"Lots of preference you can have here Snack Indonesian and Chinese food are also available

Its nostalgic It was the first food court in malang

Bring back old memories

Ok

Clean ok",8.500.000.000.000.000,95.524.807.503.039,5.978.657.442.250.910,3872,"court malang, chinese, old memories, lots preference, malang bring, food court, available nostalgic, indonesian chinese, food available, preference snack"
Distrik 18,ChIJyaZvpgsp1i0R4w8EJFBzXZ0,"Jl. Cengger Ayam No.18, RW.02, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, point_of_interest, food, store, establishment",4.4,163,,"Nice place and concept but the portion of the food must be considered

Such a great place tp chill and hangout very recomended

Recommended

Poor service

Next level spot",8.500.000.000.000.000,93.787.992.821.165,597.813.639.784.635,3875,"considered great, recomended, poor service, portion food, level spot, tp chill, chill hangout, service level, food considered, place concept"
Warkop Bu Indah,ChIJm8X8cvkp1i0RV6pBKQHZ9kI,"Jl. Kauman No.52, Turen, Kec. Turen, Kabupaten Malang, Jawa Timur 65175, Indonesia","store, cafe, point_of_interest, food, establishment",4.4,163,,"Nice place that sold any drink  Enjoy

Amazing Cozy food drink and cigarette

Food and beverage midle price

Nice

Nice coffee",8.500.000.000.000.000,93.787.992.821.165,597.813.639.784.635,3876,"midle price, place, cigarette food, price nice, cozy, drink enjoy, food beverage, place sold, amazing cozy, nice coffee"
Alfa X Malang,ChIJSQ2LKlDxdy4RuAWFhbMTJgg,"2JPC+77V, Jl. Jakarta Dalam, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia","store, cafe, point_of_interest, food, establishment",4.4,159,,"First the access from everywhere such as station campuses etc is fine enough Second there are park fee so prepare for it Third you need to spend some amount to get limited wifi access And the most shock me is there are no electricity socket source at free space You need to spent another for paying coworking space to get electricity and some bonuses Unfortunately and unbelievable at this era of technology So this place is good for short time meet up But not for long hangout

The atmosphere and vibe is chill and calming but THERE IS NO POWER SOCKET you have to spend min 30k to access WiFi that is limited to 2 hours only cant accept cash because they have no changes in the morning plus the staff are not friendly basically just a fancy conv store with extra chair and tables

they provides a studying roomworking space

 ordered lemon boba but in my drink no boba and 90 just ice  i never see bad service like this

8510 ",8.500.000.000.000.000,91.472.239.912.001,59.774.416.719.736,3877,"service like, campuses fine, coworking space, wifi limited, park fee, place good, access wifi, hangout atmosphere, studying roomworking, station campuses"
Kedai Cokelat Klasik,ChIJnSK-OSAp1i0RlRYH1d8Kyoc,"Jalan Soekarno Hatta, Jatimulyo, Lowokwaru, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, point_of_interest, food, establishment",4.4,151,1.0,"Nice view and good ambience the food is good just good but very friendly for your wallet

Medium taste of chocolate

Nice beverage for my pocket

Ok

Top",8.500.000.000.000.000,86.840.734.093.672,5.976.052.220.228.100,3879,"pocket ok, medium taste, good friendly, taste chocolate, view, beverage pocket, ambience, nice view, food good, ambience food"
Royale coffee,ChIJrRWatikp1i0R1huRvg741xo,"Jl. Bunga Coklat No.1, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, store, point_of_interest, establishment",4.4,135,1.0,"Good snacks great coffee with cheap prices
Cozy place nice decor good ambiance skillful barista

Various choices of coffee preparation methods

When it comes to coffee I believe most would like to spent their time by sitting back and relax so in this place I see groups of friends gather and talk over coffee They laugh drink sing and then go home Unfortunately seat with backrest is none to see here
The coffee is admittedly somewhat nice The milk is fresh and goes side by side with the coffee is a regular cup It would be a star when it is served in a bottle with a brand in a fridge of a convenient store The sugar was plenty to keep the older away Yet the temperature is inviting for the white collars to slow down after work
In conclusion this place could have been better

This place offers manual brew coffee with such affordable price The place is nice the people are welcome and humble Great choice to have a good cup of coffee

This place is good for hangout or just for coffee break Served various and best quality coffee The price is affordable Recommended 

Surprisingly cheap but good place",8.500.000.000.000.000,77.577.722.457.013,5.973.273.316.737.100,3883,"talk coffee, coffee laugh, coffee break, coffee preparation, great coffee, coffee regular, coffee price, backrest coffee, coffee place, coffee affordable"
Kosulas Coffee,ChIJwZroEEwp1i0Rfgde6gMrNEQ,"Jl. Tawang Argo No.11, Lawang, Kec. Lawang, Kabupaten Malang, Jawa Timur 65211, Indonesia","cafe, food, store, point_of_interest, establishment",4.4,129,,"Hot chocolate wasnt hot The place doesnt have a cozy vibe No decoration at all and no music being played as a backsound

Nice and comfortable place to enjoy the night while waiting for the car to be washed The coffee is delicious btw

Have many kind of Coffee and you can wash your car or motorcycle

Hot chocolate wasnt hot Taste was ok

Good taste coffe  world milk quality",8.500.000.000.000.000,74.104.093.093.266,597.223.122.792.798,3884,"washed coffee, wasnt hot, taste ok, milk quality, motorcycle hot, doesnt cozy, coffe world, hot place, cozy vibe, chocolate wasnt"
Cakno Kopi,ChIJU2Vv79Al1i0RZuRTMaeJKMg,"Ruko Tumpang Makmur, Jl. Raya Tumpang, Ledoksari, Tumpang, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia","cafe, food, point_of_interest, store, establishment",4.4,124,1.0,"Free wifi cheap cost

favorite coffee around Tumpang

Ok

A simple coffee shop with low prices the coffee menu is quite varied the typical green coffee is great there is wifi access to the main road secure parking

Suitable for hanging out
And its also open until 3am",8.500.000.000.000.000,71.209.401.956.811,5.971.362.820.587.040,3885,"wifi access, cost favorite, low prices, green coffee, coffee menu, great wifi, tumpang ok, tumpang, free wifi, prices coffee"
KACHI COFFEE,ChIJQYIMx-Qp1i0RY6xruTmpadE,"Jl. Stadion Barat No.54, Turen, Kec. Turen, Kabupaten Malang, Jawa Timur 65175, Indonesia","cafe, point_of_interest, food, establishment",4.4,123,,"Good vibes
Good food
And affordable

kachicooffee

joss

Good

Nice place instagramable Lots of interesting photo spots There are outdoor and indoor too For the second floor specifically for suki and grill On the first floor there is a small prayer room
Yesterday we were treated to suki and grill havent tried the other menus are they delicious or not
There is an inscription on a special parking space for kachi havent had a chance to see it because yesterday it was parked on the side of the road

A cafe that is suitable for gathering with family and friends
So the place for the reunion is also cool the views are rice fields and mountains its great to be able to visit the Kachi cafe
Prices are like any other cafe
As for the sound of the song its not bad but its not bad",8.500.000.000.000.000,7.063.046.372.952,5.971.189.139.118.850,3886,"visit, menus delicious, good food, grill floor, nice place, road cafe, place reunion, kachicooffee joss, kachi havent, affordable kachicooffee"
Kopi 16 (2),ChIJ8WiCmGko1i0RsiYyC0qLBOc,"Jl. Raya Surabaya - Malang No.18, Lawang, Kec. Lawang, Kabupaten Malang, Jawa Timur 65211, Indonesia","cafe, food, point_of_interest, store, establishment",4.4,122,,"Nice

Ok

Okay

Good service

Recommanded",8.500.000.000.000.000,70.051.525.502.228,5.971.015.457.650.660,3887,"good, nice, ok, ok okay, service, okay good, recommanded, good service, nice ok, service recommanded"
