Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,One_Keywords
Warkop Brewok II,ChIJ989Neucp1i0R-YpyigIFeCA,"Jl. Trs.Candi Mendut No.37, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65140, Indonesia","cafe, food, store, point_of_interest, establishment",4.6,3787,1.0,"good ambience and nice service. Falling in love with the coffee soda

Comfortable place to gather with family while enjoying cake pancong and coffee beer at cheap prices. For clean environmental conditions, toilets are clean, there are prayer rooms, wide parking for motorbikes and cars. If you want to come here at the end of the week I suggest coming not past 6pm because it will be very crowded.

I'm very recommended for you to visit this place. The environment is cozy and chill. The foods and beverages are really affordable. You can smoke at outdoor area.

Tasty food and drink, especially their pancong. There's musholla, clean restroom, and wide parking area.

very comfortable with pricely menu, Kepiten Coffee and Leccy Fruzz the most favourite one. Recommended!",0.8999999999999999,0.2191860128524286,0.6072499855265442,11,"visit, restroom, beverages, 6pm, affordable, ambience, pancong, motorbikes, musholla, especially"
SODUS - Soto Kudus Kedai Taman,ChIJ0-FlDlr71y0R1EAUaGnQoL8,"Jl. Taman Gayungsari Timur No.7, Menanggal, Kec. Gayungan, Surabaya, Jawa Timur 60235, Indonesia","cafe, store, restaurant, food, point_of_interest, establishment",4.4,4809,2.0,"Nice place to hangout eventho d price is not that low but still can be categorized as affordable. The taste is good but d portion is not that much.

Overall its nice 👍

We are already familiar with this place since 2014, then now they have quite spacious place. Unfortunately we found some ... a lot of ''lalat'' here :( and that makes us uncomfortable.
About the food, Soto Kudus they still maintain the taste, and they also provided another menu such as Ayam Kremes, good job!

Food are affordable. Too bad the Teh Tarik that I order is not warm, its more towards room temperature drinks, maybe because the 'tarik' release the heat of the drink itself. Pukis really serve right from the pan, still steaming hot.
Came here during rush hour and raining but still managed to get seat with roof cover. (This restaurant provide open area too). Better they add music in background because it suit with the vibe or maybe some live music.
Bonus : restaurant cat 🐱

Nice place to breakfast,
Not only Soto menus but also Geprek Menus are delicious,
The Sambal is great

Nice place to eat together with friends and family",0.8500000000000001,0.2783534996815839,0.6041920048630811,12,"restaurant, soto, sambal, geprek, vibe, lalat, temperature, add, kudus, maybe"
Blanco Coffee and Books,ChIJEVyHOzpYei4RDfFn31FneuU,"Jl. Kranggan No.30, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","cafe, point_of_interest, store, food, establishment",4.6,3635,2.0,"Found this coffee shop based on some references on the internet. Love the ambiance since the location is on a quiet street. The cafe is quite small but still cozy even though it’s crowded, moreover, they also provide books that you can enjoy.

The service is very helpful however the food-making time was so lame. The coffee and tea were nice, but the Creamy Chicken Popcorn tasted a little bit bland.

Nice Establishment!
The ambience was just spot on where you see lots of people enjoying their weekend with books, talks, and chores.

Price is average and well, packaging was very nice for takeaway and coffee just very well made.

Their staffs were very friendly too. This is a good place for a comfort hangout and coffee.

The overall ambience of this coffee was calming 🤗 lots of people came here to work, have discussion, read. Price was normal. The drink we tasted were good (piccolo, coffee with a hint of strawberry, red velvet iced).
There are musholla n toilet available in second floor

Went here for breakfast. Small but neat. Like the coffee, and more importantly like the almond pie! I even bought it for takeaway to bring it home to Bekasi haha. Definitely will go back here next time I'm in Yogya.

nice and comfortable place to work from cafe. the coffee is good, my favorite coffe menu is “bruni” a twist of coffee with chocolate and strawberry syrup. however, the pastry is not so great, even if i asked it to be re-heated, still not so crunchy.",0.8999999999999999,0.2103861517976032,0.6034660452729693,13,"cafe, ambience, bland, enjoy, bekasi, menu, bring, haha, chores, average"
Baraka Coffee House,ChIJzWDi2FaDeC4RS7sYsakmCMM,"Jl. Watumujur II No.6, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, store, food, point_of_interest, establishment",5.0,1273,,"Lovely places to chill and hangout with your partner, the beverages wasn't too sweet, its just perfect. The only downsids that this places wasn't large, but it was a good place to having a date. Definetly try it.

Cozy place, great coffee. The barista is very friendly and passionate about coffee.

nice place, cute and affordable. Near Universitas Brawijaya so perfect for university students

Good service and tasty food also nice atmosphere in the evening

Very nice spot to work and hangout, affordable prices with good quality coffees ✨",1.0,0.073640942511434,0.6016656052799166,14,"brawijaya, places, cozy, barista, beverages, universitas, lovely, quality, date, wasnt"
Starbucks Gubeng,ChIJw_0SkKL71y0RUwR3cMHM4-w,"Jl. Raya Gubeng No.33, RT.002/RW.06, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia","cafe, store, food, point_of_interest, establishment",4.7,2988,2.0,"The vibes is really cozy in the sunday morning, where I last visited. There was not many customers, only some bikers using the outdoor space. The indoor space was quiet with some relaxing music, really perfect for some light reading or writing assignment if you'd like. The baristas are friendly, helpful, and fast in serving our dishes. Sometimes you will be offered using Sumatran coffee (which is stronger) if they are available. Would love to go here regularly to have a light breakfast or brunch while studying or working.

Its very cozy, good ambience, friendly staff. The restroom were clean. There are smoking and non smoking area. Big parking area and located in the city centre.

Welp. Typical starbucks. Great coffee, pleasant staff. The atmosphere however is a little below stardard. When you pass by the entrance, the walkway going to the main door needs a little cleaning. It could be a little cleaner. That being said, I ordered cappucino and it was perfect.

Cozy, comfort place to work, after work, hang out with friends. Lokasi strategis, outdoor luas (smoking area) dan good service (helpful baristas). One of the best sbux outlet in surabaya

I like how it is designed with an island in the middle. Very friendly staff and also suitable opening hours for ppl who sleep less.",0.925,0.1729288484918659,0.6016094048515024,15,"starbucks, cozy, surabaya, indoor, island, ambience, cleaning, friendly, bikers, welp"
Cafe Bali,ChIJ9RgV6c7naC4RFa2HeJrbdt0,"Jl. L. L. R.E. Martadinata No.211-215, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114, Indonesia","cafe, restaurant, point_of_interest, food, establishment",4.4,4667,2.0,"Great place to have lunch with your family or friends. The architecture is beautiful and amazing. A lot of trees and wood furniture dominate this place. The food is cheap and delicious. You can choose various range of Indonesian food with reasonable price. The place is clean.

I've been here for many times. I think Cafe Bali is the most family friendly restaurant in Bandung, especially for dinner. It serves wide-range foods from Western, Italian, and various regions in Indonesia, things that only few competitors have. Love the taste, the portion, its atmosphere, and also the prices.
Recommended menus based on my experiences: tenderloin cheese steak, beef lmentelar, black paper beef spaghetti (I forget its actual name), and garang asam beef oxtail/ribs.

Perhaps a bit over the top decoration but very different vibe coming in here compared to outside. Lots of food option and the soto ayam was tasty.

The place is cozy but too crowded when I came. The food taste very good!

Recommended to everyone 👍

Great place to have meals with your family. Selection is wide, they have Western, Indonesia and fusion. It cater cater to everyone's palate.

Last visit I had the Beef Elmentelar, steak topped with mozarella cheese, smoked beef and a sunny side up. Worth recommending for sure.

Will come back again for more occasions.",0.8500000000000001,0.2701325768540497,0.6006570080472413,16,"bali, cafe, meals, bandung, elmentelar, recommending, oxtailribs, range, vibe, sure"
Java Dancer Coffee - Jakarta,ChIJqy3scyoo1i0R6Q5soCvcHxc,"Jl. Jakarta No.59, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia","cafe, restaurant, point_of_interest, food, store, establishment",4.5,4085,2.0,"A very beautiful cafe with touch of Javanese culture. The cafe building is pretty well resembling Rumah Joglo (traditional Javanese house). Several other items here are also representing fruit of Javanese culture.
They provide mostly local cuisine menu. However they also provide several western menu, such as Spagetti, Pizza, etc. The serving platting is very beautiful.
We really like the ambience of this cafe.

Worth waiting for. Coffee was good. Food was good. The place was good as well. I ordered macchiato coffee and quesadilla, meanwhile my friends ordered rawon and other food..my friend comment their Rawon is delicious too. I like the place because it's kind of unique as well..looks like it's adapting the javanese culture with their own philosophy.. It's a good experience coming to this place. I think I might hit their roastery in Jakarta as well 😁

Great place for coffee lovers: many different types of coffee, different brewing methods. Great choice on the food menu, local and occidental.
Not everything on the menu is available though, not everything served corresponds to the description or the pictures shown.
The staff hardly speaks English.
We had the caramel mocha, the praline hot cocoa with marshmallows, pancakes stack (all delish) and fries with cheese & jalapeño sauce (disappointing).

Best place to enjoy local Indonesian coffee in Malang. They served the best coffee bean from all around Indonesia 🙏🙏

Javanese taste ambiance with international menu. Middle range price and excellent service. Tq for the food!",0.875,0.2364383720257048,0.6004184999710531,17,"javanese, cafe, brewing, delish, welllooks, menu, praline, adapting, types, worth"
Milk by Artemy,ChIJFxY1zTtYei4R6IEut-EktPo,"Jl. Kranggan No.58, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","cafe, store, restaurant, food, point_of_interest, establishment",4.6,3473,2.0,"This place is for you who liked sweets. They do have various kind of delicious desserts, and they taste better with the drinks they serve including the coffee. The place is cute. Unfortunately they have a very limited space for smoking area. Yeah, smoking area doesn’t the overall concept anyway.

This is a great place to chill The atmosphere is quite comfortable. The place is also unexpectedly spacious. They have indoor and outdoor seating areas. Recommend if you want to relax after touring Jogja and want dessert/sweet

The ice cream itself is quite okay, they have some variety of flavours. We've also tried Apple Pie, Smores Milk Pie, Cinnamon Rolls, Choco Cookie, Red Velvet, Lasagna, Macaron Schotel is the bomb.. nothing fails and all very delicious. We keep ordering again and again 😍

This place is for you if you one of those sweet tooths. Must try the ice cream. Theirs not too sweet, more into ""dairy"" side. Not so much ice cream flavors, but all of them is great. The price is also reasonable.
Interior has aesthetic design, great to just talking with friends but not recommended to work/study bcs it is quite noisy and theres no charging port.

One of the most famous gelato cafes in Yogyakarta.
Milk by Artemy used to be called only Artemy but they did some rebranding and even moved to this location with better concept.
The place is located not on main street, so trust Gmaps to take you here.
You can park your cars or motorcycles on the side of the road.
The place will greet you with the gelato display right on the side of the entry door.
So you can directly pick your gelato before entering the cafe.
They have may range of flavors that you can pick.
It has some baked goods like cakes, pies, buns as well.
The interior is aesthetically pleasing, perfect for those looking for a place to snap some pictures for your social media.
They have smoking area on the side filled with plants to absorbs the smoke, nice!
Definitely don't come here during weekend or holidays since it will be hard to find a place to sit, since people tend to stay longer after they finished their gelato.

Good place for milk-based gelato. Biga scoops with a thin wafer on top. Kinda sweet for my tastes, though.

Chocolate were out by the time we got there, it was around 3 pm.

The room was spacey, but it was too warm with only half of the AC on. There were several outdoor seats as well.",0.8999999999999999,0.2010073525154866,0.5994331615816592,18,"cafes, sweets, lasagna, yogyakarta, aesthetic, serve, definitely, price, weekend, wafer"
Nderek Cafe,ChIJ8fZNiZYNeC4RRUrnOLry6qc,"Mergelo No. 237, Mergelo, Gn. Gedangan, Kec. Magersari, Kota Mojokerto, Jawa Timur 61315, Indonesia","cafe, food, point_of_interest, establishment",4.9,1698,,"It is one of the most amazing dishes I have ever tried. It is really rich in flavor, and it makes me happy just to smell its aroma!

What an affordable cafe for hanging out with friends! Love it! The menu is compatible with the price, and the coffee also served beautifully and tasty. Recommend for guests who want to spend their time with their friends. 👍👍👍

I recently visited Nderek Cafe and was blown away by the quality of the coffee and the welcoming atmosphere. The baristas were knowledgeable and friendly, and they made me a delicious latte that hit the spot

comfortable place to eat, work and hang out with friends. Food and drink prices are affordable and taste good

A great place to have dinner with your friends, the ambience is good&the prices are also affordable",0.975,0.0982458171713078,0.5979957013836623,19,"cafe, nderek, affordable, tasty, latte, ambience, menu, visited, compatible, really"
Epic Coffee & Epilog Furniture,ChIJIdeGC-BYei4RMULbnWvQ3Sw,"Jl. Palagan Tentara Pelajar No.29, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581, Indonesia","cafe, furniture_store, home_goods_store, food, store, point_of_interest, establishment",4.5,3986,3.0,"Food prepared with care. Visually appetising and tasted as good as it looks! Ambience was great, there’s indoor and outdoor seating (chairs and sofa). The best thing was that the staffs gave us extension sockets when the table we’re seated at had no power plugs. Amazing service!

One of the best cafe I’ve visited. But slightly on the pricey side.

Nice spot for chilling and having dinner. Place is nicely decorated. The food taste great, the service is awesome. Toilet is available and very clean.
Personally I'm amazed with the orchids, I thought it is artificial turns out it is real plants.

excellent and interesting spot. huge space, with many different seating areas. in the back there’s a furniture making business apparently. the craftsmenship is quite good and the prices affordable for the size of the pieces. cool concept. food is fine, nothing amazing, but drinks were good. huge parking area. recommended.

The place was spacious and lots of open space, you can choose whether to sit indoor or outdoor.  No reservation needed but since PPKM all restaurants including this place close at 10pm and the last order is at 09.30pm.  Sorry, I have to honestly give 3 stars because in my opinion the prices of food and drinks with taste quality were not comparable.  Elsewhere with the same price range we can get better taste.  I think the quality of the taste of food and drinks needs to be improved, including the coffee.  But this place is quite interesting to be used as a photo spot.

Good place to chill, their coffee was so good too. I ordered coffee mocha (35k) and cheese cake (38k), it's quite pricey (for me) since it's also excluded tax and service, wkwk. But, no worries since they offer you such a taste and great place. Just a little suggestion, maybe you can place the call button in the middle or on scan barcode menu standee, so there's no ""pushed button by accident"" like what happened to me. Cheers!",0.875,0.2307068835755225,0.5979539599374747,20,"cafe, orchids, affordable, sockets, ambience, opinion, craftsmenship, menu, 38k, cheers"
Amstirdam Coffee & Roastery,ChIJT8KxDugp1i0R_TWeILJ7IcE,"Ruko Soekarno Hatta Indah. D18, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, food, point_of_interest, store, establishment",4.7,2774,1.0,"Great shop! Bought 250g of beans roasted 2 days ago and asked them to grind enough to make 3x kopi tubruk. Enak sekali! Harga murah.

Minimalis coffee shop and roastery. When you go there with help of google map, its gonna need more attentions since the location note eady to find. You have to go through an narrow alley, but there is parking space available near the shop.

The shop is seems a bit crowded and dark since the black painted wall. The shop is design a bit rustic and old style. There are alot of variation of roasted coffee beans there from house blend to specialty. The coffee is very good, processed with expertise and the price is cheap.

If you are a coffee enthusiast, this place is must visit during you stay in this city.

Best coffee with the best price... period. 12k for a cup of cappucino using marzocco 2-group machine. And Greenfield milk.

amstirdam has good taste of coffee, chocolate, and matcha. good quality with low price (only 10k-15k)
kopi sejuk, kopi susu and hot soklat is very recommended!

A comfortable place to hang out or just enjoy the coffee. There is also a coffee roasting area where the aroma is appetizing while it is in progress.",0.925,0.1605395704278353,0.5962820152839692,21,"coffee, cappucino, shop, sejuk, soklat, available, marzocco, specialty, variation, alot"
WARUNK WOW KWB,ChIJxcKNTzSHeC4R5p55MMNSGgQ,"Jl. Panglima Sudirman No.39, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur 65311, Indonesia","restaurant, cafe, food, point_of_interest, establishment",4.4,4471,2.0,"Warunk WOW is a three-story cafe with an industrial interior design. The first floor is a floor with a kitchen and a cash register. Upstairs you can enjoy live music at night and see the ground floor. On the 3rd floor there is a mini roof garden concept. At night, each table is illuminated by candlelight, creating a romantic nuance. The menu offered is also reasonably priced, around IDR 15,000. Admission to this cafe is free, but you have to pay a parking fee of IDR 2000.

Many varians menu and nice place but pricy

Very spacious, it has many table and seats - you can choose from their 3 floors. Food was ok, and drinks also fine. Not the best, but worth the price.

Modern cafe style with extensive menu choice of rice bowl, good appetizer and beverage options. Atmosphere is great perfect for group of friends, teenagers as well as family or adults. Price is reasonable if not affordable. Food is tasty and yummy. The minus? It seem like the place is very popular so expect the crowd specially in the evening. Highly recommended

The place is clean and tidy. The concept is modern industrial and what-they-so-called 'instagramable'. Great taste, I love their beef nahm-jim and lemonade. They know how to cook beef, it just melt in your mouth. The portion is just right for me, but it could be too little for those who have high appetite. Overall this place deserves thumbs-up. I'd definitely come back in the future.",0.8500000000000001,0.2587853875991431,0.5957777166676316,22,"cafe, warunk, nahmjim, rice, menu, enjoy, idr, reasonable, instagramable, whattheysocalled"
Retrorika - coffee bar & resto,ChIJmahwKnuBeC4RHvfBZ93Yvj0,"Bumiaji, Batu City, East Java 65331, Indonesia","cafe, point_of_interest, food, establishment",4.7,2662,2.0,"Intrigued to check this place out to celebrate my birthday during my visit to Malang last March. I wasn't disappointed at all, in fact it exceeded my expectation! The vibes of the cafe is a great combination of sprawling plants, succulents, recycled junks (to reduce waste), retro, semi outdoor—all things I love in one package! Every corner is a great place to take pictures of. Also to note, not many drivers are familiar with the place (they all looked puzzled upon seeing the place) as it's hidden in Malang city—next to a rice field (it's quite chilly there). It's truly one of a kind.
Things I ordered: teh poci, wedang uwuh, nasi goreng jawa bungkus ndog, tahu petis, sego godhog retro-they were really good and affordable! I left the place feeling satisfied.

Love it, because they don't use a single use plastic. the price i think is Cheap in rate 10.000-30.000  The consep  cafe garden, make u feel relax. For take away they can't because they not use single use plastic.

One of the best coziest place to hang out, GREAT food, try the Cireng ayam it’s delicious, always comeback for it.

Could be a best place to set a meeting with, not too crowded on weekdays, need to come earlier for weekend since it’s mostly packed.

Retrorika keep it’s quality of the food since last i came here, good job great work Retrorika team

A cafe with an eco concept, utilizing used goods for furniture, lamps, decorations, pots for plants, and others.

In serving food & drinks, this cafe does not provide straws, tissue and disposable packaging. The menu list is also not printed, (because if will change the menu or the price will print it again) so you just need to go through the barcodes installed on each table.

The atmosphere in here comfortable, in the middle of vegetable & flower fields, perfect for relaxing with friends, colleagues and relatives.

Their service is sufficient, the friendliness of the waiters may need to be improved. Prices for food & drinks at this cafe are still reasonable. So, it's worth it to try and visit here, guys

Best find in Batu! An eccentric retro cafe with eco-friendly concept filled with tons of plants. Very affordable price, most of the menu ranges from 15-25k. Although it's semi-indoor with no AC, but it doesn't feel hot at all even during lunchtime. Instagrammable spots available at every corner.",0.925,0.1540554622821744,0.593493848781335,23,"cafe, malang, ecofriendly, cireng, succulents, retrorika, petis, provide, worth, weekdays"
Nakoa Cafe Bondowoso,ChIJh2QsSNqDeC4RUk4ueQh4LK8,"Jl. Bondowoso No.14, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","cafe, food, point_of_interest, establishment",4.6,3173,2.0,"I love their outdoor concept, really excellent and comfy unless it's raining. But not with their interior design, so similar with Starbucks. Let's say it's a local Starbucks. It feels like they don't have their own characteristics. Still better for me, since they have excellent staff and their coffee is superb!

After exploring many coffee shops, I found one coffee shop which I think is really worth it for students like us to visit 😀.  Nakoa cafe Bondowoso is one of my favorite hangout cafes, it seems I have visited this cafe countless times.  The reason why Nakoa is my favorite cafe is that most of the people who come here are students doing their assignments, so it makes the atmosphere of the cafe calm and not chaotic.  The people at Nakoa also don't care about visitors, so I think Nakoa is really good for me time.  My favorite menu here is the matcha latte 💚.  Apart from the matcha latte, the drinks here are also delicious.  The price is also standard, which is under 25,000.  Apart from selling drinks, here they also sell some delicious food, moreover, the donuts are really delicious and cheap 😃.  For those of you who like to do assignments alone, you can really try this Nakoa cafe.

The place so comfy for works both indoor and outdoor, the coffee is great too. WiFi so fast, the staff so friendly, i have a good experience at Nakoa Cafe, just need some improvement to make the toilet clean. Overall is good, i'll come again to Nakoa Cafe. Waiting for the new menu for filling my tummy.

This is a special place for co-working which makes it also a great coffee shop. Italian espresso machine Simonelli makes nice coffees and you feel like being in a sort of modern museum. Really outstanding design....well done!

I think the doughnut is a normal doughnut. It has no speciality, except the price, 9k 🤭
The coffe was also tasty as normal coffe.
We can freely take a mineral water.

The place is quite large and cozy for having chit chat",0.8999999999999999,0.1836392056967521,0.5919648584496033,24,"cafe, nakoa, exploring, students, friendly, wifi, speciality, say, 9k, characteristics"
